TXNAME	GENEID
lcl|BK006945.2_mrna_3941	YLR049C
lcl|BK006945.2_mrna_3942	YLR050C
lcl|BK006945.2_mrna_3943	YLR051C
lcl|BK006945.2_mrna_3944	YLR052W
lcl|BK006945.2_mrna_3945	YLR053C
lcl|BK006945.2_mrna_3946	YLR054C
lcl|BK006945.2_mrna_3947	YLR055C
lcl|BK006945.2_mrna_3948	YLR056W
lcl|BK006945.2_mrna_3949	YLR057W
lcl|BK006945.2_mrna_3950	YLR058C
lcl|BK006945.2_mrna_3951	YLR059C
lcl|BK006945.2_mrna_3952	YLR060W
lcl|BK006945.2_mrna_3953	YLR061W
lcl|BK006945.2_mrna_3954	YLR063W
lcl|BK006945.2_mrna_3955	YLR064W
lcl|BK006945.2_mrna_3956	YLR065C
lcl|BK006945.2_mrna_3957	YLR066W
lcl|BK006945.2_mrna_3958	YLR067C
lcl|BK006945.2_mrna_3959	YLR068W
lcl|BK006945.2_mrna_3960	YLR069C
lcl|BK006945.2_mrna_3961	YLR070C
lcl|BK006945.2_mrna_3962	YLR071C
lcl|BK006945.2_mrna_3963	YLR072W
lcl|BK006945.2_mrna_3964	YLR073C
lcl|BK006945.2_mrna_3965	YLR074C
lcl|BK006945.2_mrna_3966	YLR075W
lcl|BK006945.2_mrna_3967	YLR077W
lcl|BK006945.2_mrna_3968	YLR078C
lcl|BK006945.2_mrna_3969	YLR079W
lcl|BK006945.2_mrna_3970	YLR080W
lcl|BK006945.2_mrna_3971	YLR081W
lcl|BK006945.2_mrna_3972	YLR082C
lcl|BK006945.2_mrna_3973	YLR083C
lcl|BK006945.2_mrna_3974	YLR084C
lcl|BK006945.2_mrna_3975	YLR085C
lcl|BK006945.2_mrna_3976	YLR086W
lcl|BK006945.2_mrna_3977	YLR087C
lcl|BK006945.2_mrna_3978	YLR088W
lcl|BK006945.2_mrna_3979	YLR089C
lcl|BK006945.2_mrna_3980	YLR090W
lcl|BK006945.2_mrna_3981	YLR091W
lcl|BK006945.2_mrna_3982	YLR092W
lcl|BK006945.2_mrna_3983	YLR093C
lcl|BK006945.2_mrna_3984	YLR094C
lcl|BK006945.2_mrna_3985	YLR095C
lcl|BK006945.2_mrna_3986	YLR096W
lcl|BK006945.2_mrna_3987	YLR097C
lcl|BK006945.2_mrna_3988	YLR098C
lcl|BK006945.2_mrna_3989	YLR099C
lcl|BK006945.2_mrna_3990	YLR099W-A
lcl|BK006945.2_mrna_3991	YLR100W
lcl|BK006945.2_mrna_3992	YLR102C
lcl|BK006945.2_mrna_3993	YLR103C
lcl|BK006945.2_mrna_3994	YLR104W
lcl|BK006945.2_mrna_3995	YLR105C
lcl|BK006945.2_ncrna_3996	snR79
lcl|BK006945.2_mrna_3997	YLR106C
lcl|BK006945.2_mrna_3998	YLR107W
lcl|BK006945.2_ncrna_3999	snR6
lcl|BK006945.2_mrna_4000	YLR108C
lcl|BK006945.2_mrna_4001	YLR109W
lcl|BK006945.2_mrna_4002	YLR110C
lcl|BK006945.2_mrna_4003	YLR111W
lcl|BK006945.2_mrna_4004	YLR112W
lcl|BK006945.2_mrna_4005	YLR113W
lcl|BK006945.2_trna_4006	tR(ACG)L
lcl|BK006945.2_mrna_4007	YLR114C
lcl|BK006945.2_mrna_4008	YLR115W
lcl|BK006945.2_mrna_4009	YLR116W
lcl|BK006945.2_mrna_4010	YLR117C
lcl|BK006945.2_mrna_4011	YLR118C
lcl|BK006945.2_mrna_4012	YLR119W
lcl|BK006945.2_mrna_4013	YLR120C
lcl|BK006945.2_mrna_4014	YLR121C
lcl|BK006945.2_mrna_4015	YLR122C
lcl|BK006945.2_mrna_4016	YLR125W
lcl|BK006945.2_mrna_4017	YLR126C
lcl|BK006945.2_mrna_4018	YLR127C
lcl|BK006945.2_mrna_4019	YLR128W
lcl|BK006945.2_mrna_4020	YLR129W
lcl|BK006945.2_mrna_4021	YLR130C
lcl|BK006945.2_mrna_4022	YLR131C
lcl|BK006945.2_mrna_4023	YLR132C
lcl|BK006945.2_mrna_4024	YLR133W
lcl|BK006945.2_mrna_4025	YLR134W
lcl|BK006945.2_mrna_4026	YLR135W
lcl|BK006945.2_mrna_4027	YLR136C
lcl|BK006945.2_mrna_4028	YLR137W
lcl|BK006945.2_mrna_4029	YLR138W
lcl|BK006945.2_mrna_4030	YLR139C
lcl|BK006945.2_mrna_4031	YLR141W
lcl|BK006945.2_mrna_4032	YLR142W
lcl|BK006945.2_trna_4033	tD(GUC)L1
lcl|BK006945.2_mrna_4034	YLR143W
lcl|BK006945.2_mrna_4035	YLR144C
lcl|BK006945.2_mrna_4036	YLR145W
lcl|BK006945.2_mrna_4037	YLR146C
lcl|BK006945.2_mrna_4038	YLR146W-A
lcl|BK006945.2_mrna_4039	YLR147C
lcl|BK006945.2_mrna_4040	YLR148W
lcl|BK006945.2_mrna_4041	YLR149C
lcl|BK006945.2_mrna_4042	YLR150W
lcl|BK006945.2_mrna_4043	YLR151C
lcl|BK006945.2_mrna_4044	YLR152C
lcl|BK006945.2_mrna_4045	YLR153C
lcl|BK006945.2_mrna_4046	YLR154C
lcl|BK006945.2_trna_4047	tQ(UUG)L
lcl|BK006945.2_miscrna_4048	RDN37-1
lcl|BK006945.2_miscrna_4049	ETS2-1
lcl|BK006945.2_rrna_4050	RDN25-1
lcl|BK006945.2_mrna_4051	YLR154W-C
lcl|BK006945.2_miscrna_4052	ITS2-1
lcl|BK006945.2_rrna_4053	RDN58-1
lcl|BK006945.2_miscrna_4054	ITS1-1
lcl|BK006945.2_rrna_4055	RDN18-1
lcl|BK006945.2_miscrna_4056	ETS1-1
lcl|BK006945.2_rrna_4057	RDN5-1
lcl|BK006945.2_miscrna_4058	RDN37-2
lcl|BK006945.2_miscrna_4059	ETS2-2
lcl|BK006945.2_rrna_4060	RDN25-2
lcl|BK006945.2_mrna_4061	YLR154C-G
lcl|BK006945.2_miscrna_4062	ITS2-2
lcl|BK006945.2_rrna_4063	RDN58-2
lcl|BK006945.2_miscrna_4064	ITS1-2
lcl|BK006945.2_rrna_4065	RDN18-2
lcl|BK006945.2_miscrna_4066	ETS1-2
lcl|BK006945.2_rrna_4067	RDN5-2
lcl|BK006945.2_mrna_4068	YLR154C-H
lcl|BK006945.2_mrna_4069	YLR155C
lcl|BK006945.2_mrna_4070	YLR156W
lcl|BK006945.2_rrna_4071	RDN5-3
lcl|BK006945.2_mrna_4072	YLR156C-A
lcl|BK006945.2_mrna_4073	YLR157C
lcl|BK006945.2_mrna_4074	YLR157W-D
lcl|BK006945.2_mrna_4075	YLR157C-B
lcl|BK006945.2_mrna_4076	YLR157C-A
lcl|BK006945.2_mrna_4077	YLR157W-E
lcl|BK006945.2_rrna_4078	RDN5-4
lcl|BK006945.2_mrna_4079	YLR157C-C
lcl|BK006945.2_mrna_4080	YLR158C
lcl|BK006945.2_mrna_4081	YLR159W
lcl|BK006945.2_rrna_4082	RDN5-5
lcl|BK006945.2_mrna_4083	YLR159C-A
lcl|BK006945.2_mrna_4084	YLR160C
lcl|BK006945.2_mrna_4085	YLR161W
lcl|BK006945.2_rrna_4086	RDN5-6
lcl|BK006945.2_mrna_4087	YLR162W
lcl|BK006945.2_mrna_4088	YLR162W-A
lcl|BK006945.2_mrna_4089	YLR163C
lcl|BK006945.2_mrna_4090	YLR164W
lcl|BK006945.2_mrna_4091	YLR165C
lcl|BK006945.2_mrna_4092	YLR166C
lcl|BK006945.2_mrna_4093	YLR167W
lcl|BK006945.2_mrna_4094	YLR168C
lcl|BK006945.2_mrna_4095	YLR170C
lcl|BK006945.2_mrna_4096	YLR172C
lcl|BK006945.2_mrna_4097	YLR173W
lcl|BK006945.2_mrna_4098	YLR174W
lcl|BK006945.2_mrna_4099	YLR175W
lcl|BK006945.2_mrna_4100	YLR176C
lcl|BK006945.2_mrna_4101	YLR177W
lcl|BK006945.2_mrna_4102	YLR178C
lcl|BK006945.2_mrna_4103	YLR179C
lcl|BK006945.2_mrna_4104	YLR180W
lcl|BK006945.2_mrna_4105	YLR181C
lcl|BK006945.2_mrna_4106	YLR182W
lcl|BK006945.2_mrna_4107	YLR183C
lcl|BK006945.2_mrna_4108	YLR185W
lcl|BK006945.2_mrna_4109	YLR186W
lcl|BK006945.2_mrna_4110	YLR187W
lcl|BK006945.2_mrna_4111	YLR188W
lcl|BK006945.2_mrna_4112	YLR189C
lcl|BK006945.2_mrna_4113	YLR190W
lcl|BK006945.2_mrna_4114	YLR191W
lcl|BK006945.2_mrna_4115	YLR192C
lcl|BK006945.2_mrna_4116	YLR193C
lcl|BK006945.2_mrna_4117	YLR194C
lcl|BK006945.2_mrna_4118	YLR195C
lcl|BK006945.2_mrna_4119	YLR196W
lcl|BK006945.2_mrna_4120	YLR197W
lcl|BK006945.2_mrna_4121	YLR199C
lcl|BK006945.2_mrna_4122	YLR200W
lcl|BK006945.2_mrna_4123	YLR201C
lcl|BK006945.2_mrna_4124	YLR203C
lcl|BK006945.2_mrna_4125	YLR204W
lcl|BK006945.2_mrna_4126	YLR205C
lcl|BK006945.2_mrna_4127	YLR206W
lcl|BK006945.2_mrna_4128	YLR207W
lcl|BK006945.2_mrna_4129	YLR208W
lcl|BK006945.2_mrna_4130	YLR209C
lcl|BK006945.2_mrna_4131	YLR210W
lcl|BK006945.2_mrna_4132	YLR211C
lcl|BK006945.2_mrna_4133	YLR212C
lcl|BK006945.2_mrna_4134	YLR213C
lcl|BK006945.2_mrna_4135	YLR214W
lcl|BK006945.2_mrna_4136	YLR215C
lcl|BK006945.2_mrna_4137	YLR216C
lcl|BK006945.2_mrna_4138	YLR218C
lcl|BK006945.2_mrna_4139	YLR219W
lcl|BK006945.2_mrna_4140	YLR220W
lcl|BK006945.2_mrna_4141	YLR221C
lcl|BK006945.2_mrna_4142	YLR222C
lcl|BK006945.2_mrna_4143	YLR223C
lcl|BK006945.2_mrna_4144	YLR224W
lcl|BK006945.2_mrna_4145	YLR225C
lcl|BK006945.2_mrna_4146	YLR226W
lcl|BK006945.2_mrna_4147	YLR227C
lcl|BK006945.2_trna_4148	tL(UAG)L1
lcl|BK006945.2_mrna_4149	YLR227W-B
lcl|BK006945.2_mrna_4150	YLR227W-A
lcl|BK006945.2_mrna_4151	YLR228C
lcl|BK006945.2_mrna_4152	YLR229C
lcl|BK006945.2_trna_4153	tI(UAU)L
lcl|BK006945.2_mrna_4154	YLR231C
lcl|BK006945.2_mrna_4155	YLR233C
lcl|BK006945.2_mrna_4156	YLR234W
lcl|BK006945.2_mrna_4157	YLR236C
lcl|BK006945.2_mrna_4158	YLR237W
lcl|BK006945.2_mrna_4159	YLR238W
lcl|BK006945.2_mrna_4160	YLR239C
lcl|BK006945.2_mrna_4161	YLR240W
lcl|BK006945.2_mrna_4162	YLR241W
lcl|BK006945.2_mrna_4163	YLR242C
lcl|BK006945.2_mrna_4164	YLR243W
lcl|BK006945.2_mrna_4165	YLR244C
lcl|BK006945.2_mrna_4166	YLR245C
lcl|BK006945.2_mrna_4167	YLR246W
lcl|BK006945.2_trna_4168	tL(CAA)L
lcl|BK006945.2_mrna_4169	YLR247C
lcl|BK006945.2_mrna_4170	YLR248W
lcl|BK006945.2_mrna_4171	YLR249W
lcl|BK006945.2_mrna_4172	YLR250W
lcl|BK006945.2_mrna_4173	YLR251W
lcl|BK006945.2_mrna_4174	YLR253W
lcl|BK006945.2_mrna_4175	YLR254C
lcl|BK006945.2_mrna_4176	YLR255C
lcl|BK006945.2_mrna_4177	YLR256W
lcl|BK006945.2_mrna_4178	YLR256W-A
lcl|BK006945.2_trna_4179	tA(AGC)L
lcl|BK006945.2_mrna_4180	YLR257W
lcl|BK006945.2_mrna_4181	YLR258W
lcl|BK006945.2_mrna_4182	YLR259C
lcl|BK006945.2_mrna_4183	YLR260W
lcl|BK006945.2_mrna_4184	YLR261C
lcl|BK006945.2_mrna_4185	YLR262C
lcl|BK006945.2_mrna_4186	YLR262C-A
lcl|BK006945.2_mrna_4187	YLR263W
lcl|BK006945.2_mrna_4188	YLR264W
lcl|BK006945.2_mrna_4189	YLR264C-A
lcl|BK006945.2_mrna_4190	YLR265C
lcl|BK006945.2_mrna_4191	YLR266C
lcl|BK006945.2_mrna_4192	YLR267W
lcl|BK006945.2_mrna_4193	YLR268W
lcl|BK006945.2_mrna_4194	YLR270W
lcl|BK006945.2_mrna_4195	YLR271W
lcl|BK006945.2_mrna_4196	YLR272C
lcl|BK006945.2_trna_4197	tV(AAC)L
lcl|BK006945.2_mrna_4198	YLR273C
lcl|BK006945.2_mrna_4199	YLR274W
lcl|BK006945.2_mrna_4200	YLR275W
lcl|BK006945.2_mrna_4201	YLR276C
lcl|BK006945.2_mrna_4202	YLR277C
lcl|BK006945.2_mrna_4203	YLR278C
lcl|BK006945.2_mrna_4204	YLR281C
lcl|BK006945.2_mrna_4205	YLR283W
lcl|BK006945.2_mrna_4206	YLR284C
lcl|BK006945.2_mrna_4207	YLR285W
lcl|BK006945.2_mrna_4208	YLR285C-A
lcl|BK006945.2_mrna_4209	YLR286C
lcl|BK006945.2_mrna_4210	YLR287C
lcl|BK006945.2_mrna_4211	YLR287C-A
lcl|BK006945.2_mrna_4212	YLR288C
lcl|BK006945.2_mrna_4213	YLR289W
lcl|BK006945.2_mrna_4214	YLR290C
lcl|BK006945.2_mrna_4215	YLR291C
lcl|BK006945.2_mrna_4216	YLR292C
lcl|BK006945.2_mrna_4217	YLR293C
lcl|BK006945.2_mrna_4218	YLR295C
lcl|BK006945.2_mrna_4219	YLR296W
lcl|BK006945.2_mrna_4220	YLR297W
lcl|BK006945.2_mrna_4221	YLR298C
lcl|BK006945.2_mrna_4222	YLR299W
lcl|BK006945.2_mrna_4223	YLR300W
lcl|BK006945.2_mrna_4224	YLR301W
lcl|BK006945.2_trna_4225	tL(UAG)L2
lcl|BK006945.2_mrna_4226	YLR302C
lcl|BK006945.2_mrna_4227	YLR303W
lcl|BK006945.2_trna_4228	tI(AAU)L1
lcl|BK006945.2_mrna_4229	YLR304C
lcl|BK006945.2_mrna_4230	YLR305C
lcl|BK006945.2_mrna_4231	YLR306W
lcl|BK006945.2_mrna_4232	YLR307W
lcl|BK006945.2_mrna_4233	YLR307C-A
lcl|BK006945.2_mrna_4234	YLR308W
lcl|BK006945.2_mrna_4235	YLR309C
lcl|BK006945.2_mrna_4236	YLR310C
lcl|BK006945.2_mrna_4237	YLR312C
lcl|BK006945.2_mrna_4238	YLR312W-A
lcl|BK006945.2_mrna_4239	YLR313C
lcl|BK006945.2_mrna_4240	YLR314C
lcl|BK006945.2_mrna_4241	YLR315W
lcl|BK006945.2_mrna_4242	YLR316C
lcl|BK006945.2_mrna_4243	YLR318W
lcl|BK006945.2_mrna_4244	YLR319C
lcl|BK006945.2_mrna_4245	YLR320W
lcl|BK006945.2_mrna_4246	YLR321C
lcl|BK006945.2_mrna_4247	YLR323C
lcl|BK006945.2_mrna_4248	YLR324W
lcl|BK006945.2_mrna_4249	YLR325C
lcl|BK006945.2_mrna_4250	YLR326W
lcl|BK006945.2_mrna_4251	YLR327C
lcl|BK006945.2_trna_4252	tX(XXX)L
lcl|BK006945.2_mrna_4253	YLR328W
lcl|BK006945.2_mrna_4254	YLR329W
lcl|BK006945.2_mrna_4255	YLR330W
lcl|BK006945.2_mrna_4256	YLR331C
lcl|BK006945.2_mrna_4257	YLR332W
lcl|BK006945.2_trna_4258	tD(GUC)L2
lcl|BK006945.2_ncrna_4259	snR61
lcl|BK006945.2_ncrna_4260	snR55
lcl|BK006945.2_ncrna_4261	snR57
lcl|BK006945.2_mrna_4262	YLR333C
lcl|BK006945.2_trna_4263	tE(UUC)L
lcl|BK006945.2_mrna_4264	YLR335W
lcl|BK006945.2_mrna_4265	YLR336C
lcl|BK006945.2_mrna_4266	YLR337C
lcl|BK006945.2_mrna_4267	YLR340W
lcl|BK006945.2_mrna_4268	YLR341W
lcl|BK006945.2_mrna_4269	YLR342W
lcl|BK006945.2_mrna_4270	YLR342W-A
lcl|BK006945.2_mrna_4271	YLR343W
lcl|BK006945.2_trna_4272	tR(CCG)L
lcl|BK006945.2_mrna_4273	YLR344W
lcl|BK006945.2_mrna_4274	YLR345W
lcl|BK006945.2_mrna_4275	YLR346C
lcl|BK006945.2_mrna_4276	YLR347C
lcl|BK006945.2_mrna_4277	YLR348C
lcl|BK006945.2_mrna_4278	YLR350W
lcl|BK006945.2_mrna_4279	YLR351C
lcl|BK006945.2_mrna_4280	YLR352W
lcl|BK006945.2_mrna_4281	YLR353W
lcl|BK006945.2_mrna_4282	YLR354C
lcl|BK006945.2_mrna_4283	YLR355C
lcl|BK006945.2_mrna_4284	YLR356W
lcl|BK006945.2_mrna_4285	YLR357W
lcl|BK006945.2_mrna_4286	YLR358C
lcl|BK006945.2_mrna_4287	YLR359W
lcl|BK006945.2_mrna_4288	YLR360W
lcl|BK006945.2_mrna_4289	YLR361C
lcl|BK006945.2_mrna_4290	YLR361C-A
lcl|BK006945.2_mrna_4291	YLR362W
lcl|BK006945.2_mrna_4292	YLR363C
lcl|BK006945.2_mrna_4293	YLR363W-A
lcl|BK006945.2_mrna_4294	YLR364W
lcl|BK006945.2_mrna_4295	YLR365W
lcl|BK006945.2_mrna_4296	YLR367W
lcl|BK006945.2_ncrna_4297	snR44
lcl|BK006945.2_mrna_4298	YLR368W
lcl|BK006945.2_mrna_4299	YLR369W
lcl|BK006945.2_mrna_4300	YLR370C
lcl|BK006945.2_mrna_4301	YLR371W
lcl|BK006945.2_mrna_4302	YLR372W
lcl|BK006945.2_mrna_4303	YLR373C
lcl|BK006945.2_mrna_4304	YLR375W
lcl|BK006945.2_mrna_4305	YLR376C
lcl|BK006945.2_mrna_4306	YLR377C
lcl|BK006945.2_trna_4307	tK(UUU)L
lcl|BK006945.2_mrna_4308	YLR378C
lcl|BK006945.2_mrna_4309	YLR380W
lcl|BK006945.2_mrna_4310	YLR381W
lcl|BK006945.2_mrna_4311	YLR382C
lcl|BK006945.2_mrna_4312	YLR383W
lcl|BK006945.2_mrna_4313	YLR384C
lcl|BK006945.2_mrna_4314	YLR385C
lcl|BK006945.2_mrna_4315	YLR386W
lcl|BK006945.2_mrna_4316	YLR387C
lcl|BK006945.2_mrna_4317	YLR388W
lcl|BK006945.2_ncrna_4318	snR34
lcl|BK006945.2_mrna_4319	YLR389C
lcl|BK006945.2_mrna_4320	YLR390W
lcl|BK006945.2_mrna_4321	YLR390W-A
lcl|BK006945.2_mrna_4322	YLR392C
lcl|BK006945.2_mrna_4323	YLR393W
lcl|BK006945.2_mrna_4324	YLR394W
lcl|BK006945.2_mrna_4325	YLR395C
lcl|BK006945.2_mrna_4326	YLR396C
lcl|BK006945.2_mrna_4327	YLR397C
lcl|BK006945.2_mrna_4328	YLR398C
lcl|BK006945.2_mrna_4329	YLR399C
lcl|BK006945.2_mrna_4330	YLR401C
lcl|BK006945.2_mrna_4331	YLR403W
lcl|BK006945.2_mrna_4332	YLR404W
lcl|BK006945.2_mrna_4333	YLR405W
lcl|BK006945.2_mrna_4334	YLR406C
lcl|BK006945.2_mrna_4335	YLR406C-A
lcl|BK006945.2_mrna_4336	YLR407W
lcl|BK006945.2_mrna_4337	YLR408C
lcl|BK006945.2_mrna_4338	YLR409C
lcl|BK006945.2_mrna_4339	YLR410W
lcl|BK006945.2_mrna_4340	YLR410W-B
lcl|BK006945.2_mrna_4341	YLR410W-A
lcl|BK006945.2_mrna_4342	YLR411W
lcl|BK006945.2_mrna_4343	YLR412W
lcl|BK006945.2_mrna_4344	YLR412C-A
lcl|BK006945.2_mrna_4345	YLR413W
lcl|BK006945.2_mrna_4346	YLR414C
lcl|BK006945.2_mrna_4347	YLR415C
lcl|BK006945.2_mrna_4348	YLR417W
lcl|BK006945.2_mrna_4349	YLR418C
lcl|BK006945.2_mrna_4350	YLR419W
lcl|BK006945.2_trna_4351	tL(UAA)L
lcl|BK006945.2_mrna_4352	YLR420W
lcl|BK006945.2_mrna_4353	YLR421C
lcl|BK006945.2_mrna_4354	YLR422W
lcl|BK006945.2_mrna_4355	YLR423C
lcl|BK006945.2_mrna_4356	YLR424W
lcl|BK006945.2_trna_4357	tN(GUU)L
lcl|BK006945.2_mrna_4358	YLR425W
lcl|BK006945.2_mrna_4359	YLR426W
lcl|BK006945.2_mrna_4360	YLR427W
lcl|BK006945.2_mrna_4361	YLR429W
lcl|BK006945.2_mrna_4362	YLR430W
lcl|BK006945.2_mrna_4363	YLR431C
lcl|BK006945.2_mrna_4364	YLR432W
lcl|BK006945.2_mrna_4365	YLR433C
lcl|BK006945.2_mrna_4366	YLR435W
lcl|BK006945.2_mrna_4367	YLR436C
lcl|BK006945.2_mrna_4368	YLR437C
lcl|BK006945.2_mrna_4369	YLR438W
lcl|BK006945.2_mrna_4370	YLR438C-A
lcl|BK006945.2_mrna_4371	YLR439W
lcl|BK006945.2_mrna_4372	YLR440C
lcl|BK006945.2_mrna_4373	YLR441C
lcl|BK006945.2_mrna_4374	YLR442C
lcl|BK006945.2_mrna_4375	YLR443W
lcl|BK006945.2_mrna_4376	YLR445W
lcl|BK006945.2_mrna_4377	YLR446W
lcl|BK006945.2_mrna_4378	YLR447C
lcl|BK006945.2_mrna_4379	YLR448W
lcl|BK006945.2_mrna_4380	YLR449W
lcl|BK006945.2_mrna_4381	YLR450W
lcl|BK006945.2_mrna_4382	YLR451W
lcl|BK006945.2_mrna_4383	YLR452C
lcl|BK006945.2_mrna_4384	YLR453C
lcl|BK006945.2_mrna_4385	YLR454W
lcl|BK006945.2_trna_4386	tI(AAU)L2
lcl|BK006945.2_mrna_4387	YLR455W
lcl|BK006945.2_mrna_4388	YLR456W
lcl|BK006945.2_mrna_4389	YLR457C
lcl|BK006945.2_mrna_4390	YLR459W
lcl|BK006945.2_mrna_4391	YLR460C
lcl|BK006945.2_mrna_4392	YLR461W
lcl|BK006945.2_mrna_4393	YLR462W
lcl|BK006945.2_mrna_4394	YLR464W
lcl|BK006945.2_mrna_4395	YLR466W
lcl|BK006945.2_mrna_4396	YLR467W
lcl|BK006946.2_mrna_4397	YML133C
lcl|BK006946.2_mrna_4398	YML132W
lcl|BK006946.2_mrna_4399	YML131W
lcl|BK006946.2_mrna_4400	YML130C
lcl|BK006946.2_mrna_4401	YML129C
lcl|BK006946.2_mrna_4402	YML128C
lcl|BK006946.2_mrna_4403	YML127W
lcl|BK006946.2_mrna_4404	YML126C
lcl|BK006946.2_mrna_4405	YML125C
lcl|BK006946.2_mrna_4406	YML124C
lcl|BK006946.2_mrna_4407	YML123C
lcl|BK006946.2_mrna_4408	YML122C
lcl|BK006946.2_mrna_4409	YML121W
lcl|BK006946.2_mrna_4410	YML120C
lcl|BK006946.2_mrna_4411	YML119W
lcl|BK006946.2_mrna_4412	YML118W
lcl|BK006946.2_mrna_4413	YML117W
lcl|BK006946.2_mrna_4414	YML116W
lcl|BK006946.2_mrna_4415	YML115C
lcl|BK006946.2_mrna_4416	YML114C
lcl|BK006946.2_mrna_4417	YML113W
lcl|BK006946.2_mrna_4418	YML112W
lcl|BK006946.2_mrna_4419	YML111W
lcl|BK006946.2_mrna_4420	YML110C
lcl|BK006946.2_mrna_4421	YML109W
lcl|BK006946.2_mrna_4422	YML108W
lcl|BK006946.2_mrna_4423	YML107C
lcl|BK006946.2_mrna_4424	YML106W
lcl|BK006946.2_mrna_4425	YML105C
lcl|BK006946.2_mrna_4426	YML104C
lcl|BK006946.2_mrna_4427	YML103C
lcl|BK006946.2_ncrna_4428	snR85
lcl|BK006946.2_mrna_4429	YML102W
lcl|BK006946.2_mrna_4430	YML101C
lcl|BK006946.2_mrna_4431	YML100W-A
lcl|BK006946.2_mrna_4432	YML100W
lcl|BK006946.2_mrna_4433	YML099C
lcl|BK006946.2_mrna_4434	YML098W
lcl|BK006946.2_mrna_4435	YML097C
lcl|BK006946.2_mrna_4436	YML096W
lcl|BK006946.2_mrna_4437	YML095C
lcl|BK006946.2_mrna_4438	YML094W
lcl|BK006946.2_mrna_4439	YML093W
lcl|BK006946.2_mrna_4440	YML092C
lcl|BK006946.2_mrna_4441	YML091C
lcl|BK006946.2_ncrna_4442	ZOD1
lcl|BK006946.2_mrna_4443	YML088W
lcl|BK006946.2_mrna_4444	YML087C
lcl|BK006946.2_mrna_4445	YML086C
lcl|BK006946.2_mrna_4446	YML085C
lcl|BK006946.2_mrna_4447	YML083C
lcl|BK006946.2_mrna_4448	YML082W
lcl|BK006946.2_mrna_4449	YML081C-A
lcl|BK006946.2_mrna_4450	YML081W
lcl|BK006946.2_mrna_4451	YML080W
lcl|BK006946.2_mrna_4452	YML079W
lcl|BK006946.2_mrna_4453	YML078W
lcl|BK006946.2_mrna_4454	YML077W
lcl|BK006946.2_mrna_4455	YML076C
lcl|BK006946.2_mrna_4456	YML075C
lcl|BK006946.2_mrna_4457	YML074C
lcl|BK006946.2_mrna_4458	YML073C
lcl|BK006946.2_mrna_4459	YML072C
lcl|BK006946.2_mrna_4460	YML071C
lcl|BK006946.2_trna_4461	tR(UCU)M2
lcl|BK006946.2_mrna_4462	YML070W
lcl|BK006946.2_mrna_4463	YML069W
lcl|BK006946.2_mrna_4464	YML068W
lcl|BK006946.2_mrna_4465	YML067C
lcl|BK006946.2_mrna_4466	YML066C
lcl|BK006946.2_mrna_4467	YML065W
lcl|BK006946.2_mrna_4468	YML064C
lcl|BK006946.2_mrna_4469	YML063W
lcl|BK006946.2_mrna_4470	YML062C
lcl|BK006946.2_mrna_4471	YML061C
lcl|BK006946.2_mrna_4472	YML060W
lcl|BK006946.2_mrna_4473	YML059C
lcl|BK006946.2_mrna_4474	YML058W-A
lcl|BK006946.2_mrna_4475	YML058W
lcl|BK006946.2_mrna_4476	YML057W
lcl|BK006946.2_mrna_4477	YML056C
lcl|BK006946.2_ncrna_4478	snR54
lcl|BK006946.2_mrna_4479	YML055W
lcl|BK006946.2_mrna_4480	YML054C
lcl|BK006946.2_mrna_4481	YML054C-A
lcl|BK006946.2_trna_4482	tY(GUA)M1
lcl|BK006946.2_mrna_4483	YML053C
lcl|BK006946.2_mrna_4484	YML052W
lcl|BK006946.2_mrna_4485	YML051W
lcl|BK006946.2_mrna_4486	YML050W
lcl|BK006946.2_mrna_4487	YML049C
lcl|BK006946.2_mrna_4488	YML048W
lcl|BK006946.2_mrna_4489	YML047C
lcl|BK006946.2_mrna_4490	YML046W
lcl|BK006946.2_trna_4491	tG(GCC)M
lcl|BK006946.2_mrna_4492	YML045W
lcl|BK006946.2_mrna_4493	YML045W-A
lcl|BK006946.2_mrna_4494	YML043C
lcl|BK006946.2_mrna_4495	YML042W
lcl|BK006946.2_mrna_4496	YML041C
lcl|BK006946.2_trna_4497	tP(UGG)M
lcl|BK006946.2_mrna_4498	YML039W
lcl|BK006946.2_mrna_4499	YML040W
lcl|BK006946.2_mrna_4500	YML038C
lcl|BK006946.2_mrna_4501	YML037C
lcl|BK006946.2_mrna_4502	YML036W
lcl|BK006946.2_mrna_4503	YML035C
lcl|BK006946.2_mrna_4504	YML034W
lcl|BK006946.2_mrna_4505	YML032C
lcl|BK006946.2_mrna_4506	YML031W
lcl|BK006946.2_mrna_4507	YML030W
lcl|BK006946.2_mrna_4508	YML029W
lcl|BK006946.2_mrna_4509	YML028W
lcl|BK006946.2_mrna_4510	YML027W
lcl|BK006946.2_mrna_4511	YML026C
lcl|BK006946.2_mrna_4512	YML025C
lcl|BK006946.2_mrna_4513	YML024W
lcl|BK006946.2_mrna_4514	YML023C
lcl|BK006946.2_mrna_4515	YML022W
lcl|BK006946.2_mrna_4516	YML021C
lcl|BK006946.2_mrna_4517	YML020W
lcl|BK006946.2_mrna_4518	YML019W
lcl|BK006946.2_mrna_4519	YML018C
lcl|BK006946.2_mrna_4520	YML017W
lcl|BK006946.2_mrna_4521	YML016C
